Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Marcus, G.F., Davis, E.","7006375964; 8925218900","How Robust Are Probabilistic Models of Higher-Level Cognition?",2013,"Psychological Science",24,"12",,2351,2360,,74,10.1177/0956797613495418,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890369284&partnerID=40&md5=68025f0e1302faf1263c6da65ccc5a13",Article,Final,"",Scopus,2-s2.0-84890369284
"Marcantonio, M., Rizzoli, A., Metz, M., Rosa, R., Marini, G., Chadwick, E., Neteler, M.","42262345800; 7005546158; 37002868500; 57193601228; 56211317500; 8901887100; 25622091300","Identifying the environmental conditions favouring West Nile Virus outbreaks in Europe",2015,"PLoS ONE",10,"3", e0121158,,,,44,10.1371/journal.pone.0121158,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925860610&partnerID=40&md5=87cdcef152c7893c4cb6851b3b331705",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84925860610
"Maraun, M., Gabriel, S.","7003683801; 24334747100","Killeen's (2005) prep Coefficient: Logical and Mathematical Problems",2010,"Psychological Methods",15,"2",,182,191,,9,10.1037/a0016955,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955581311&partnerID=40&md5=f746136b10f59d45a8916a0bf8ab8ea0",Article,Final,"",Scopus,2-s2.0-77955581311
"Maqbool, R., Rashid, Y.","57195216202; 56421933400","Detrimental changes and construction projects: Need for comprehensive controls",2017,"International Journal of Project Organisation and Management",9,"2",,154,170,,6,10.1504/IJPOM.2017.085291,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026304933&partnerID=40&md5=62587fbf75423a0b119d7aca1af09aee",Article,Final,"",Scopus,2-s2.0-85026304933
"Mapes, B.","6701670597","Toward form-function relationships for mesoscale structure in convection",2021,"Journal of the Meteorological Society of Japan",99,"4",,847,878,,,10.2151/jmsj.2021-041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114153882&partnerID=40&md5=5657ec002fc8b15a814d669e38538aed",Review,Final,"All Open Access, Gold",Scopus,2-s2.0-85114153882
"Manski, C.F.","7003441111","Econometrics for Decision Making: Building Foundations Sketched by Haavelmo and Wald",2021,"Econometrica",89,"6",,2827,2853,,,10.3982/ECTA17985,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118901587&partnerID=40&md5=cc0035dfc4a8fbf364e1fa820e7fe8f1",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85118901587
"Manski, C.F.","7003441111","Identification problems in the social sciences and everyday life",2003,"Southern Economic Journal",70,"1",,11,21,,15,10.2307/1061629,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0041743225&partnerID=40&md5=34e843a36219baeee267b1961952e16b",Review,Final,"",Scopus,2-s2.0-0041743225
"Mansfeldt, C.B., Logsdon, B.A., Debs, G.E., Richardson, R.E.","55351445500; 22951218400; 57214792569; 7401642548","SPINE: SParse eIgengene network linking gene expression clusters in Dehalococcoides mccartyi to perturbations in experimental conditions",2015,"PLoS ONE",10,"2", e0118404,,,,3,10.1371/journal.pone.0118404,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923886318&partnerID=40&md5=cd278f9550187d4368e4f0cfa3035cab",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84923886318
"Manor, A., Berkovic, S.","56711775800; 54951916300","Bayesian Inference aided analog downscaling for near-surface winds in complex terrain",2015,"Atmospheric Research",164-165,"",,27,36,,13,10.1016/j.atmosres.2015.04.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928982900&partnerID=40&md5=0c612631eea2ac08fa99ad0728d6531e",Article,Final,"",Scopus,2-s2.0-84928982900
"Mannino, F., Wisotsky, S., Pond, S.L.K., Muse, S.V.","57197635118; 57214266860; 7801633431; 6701428273","Equiprobable discrete models of site-specific substitution rates underestimate the extent of rate variability",2020,"PLoS ONE",15,"3", e0229493,,,,1,10.1371/journal.pone.0229493,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85080934710&partnerID=40&md5=332dfb164dd5453d813446b96e646092",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85080934710
"Maniadis, Z., Tufano, F., List, J.A.","25958222900; 35085523900; 26643272500","One swallow doesn't make a summer: Reply to Kataria",2014,"Econ Journal Watch",11,"1",,11,16,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893390608&partnerID=40&md5=71eb4cb2069eed5fa643d78b95e39277",Article,Final,"",Scopus,2-s2.0-84893390608
"Mangalam, M., Kelty-Stephen, D.G.","53881653100; 55337281000","Point estimates, Simpson's paradox, and nonergodicity in biological sciences",2021,"Neuroscience and Biobehavioral Reviews",125,"",,98,107,,1,10.1016/j.neubiorev.2021.02.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101579022&partnerID=40&md5=59c04fcc35b12f2a6cbfb3df4597e6c6",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85101579022
"Mandelbrot, B.B., McCamy, K.","7004073257; 7801503400","On the Secular Pole Motion and the Chandler Wobble",1970,"Geophysical Journal of the Royal Astronomical Society",21,"2",,217,232,,24,10.1111/j.1365-246X.1970.tb01777.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984487321&partnerID=40&md5=3d79cddafc0646d7419ba239f221c182",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84984487321
"Manche, C.J., Kaczmarek, S.E.","57189495580; 34570326900","A global study of dolomite stoichiometry and cation ordering through the phanerozoic",2021,"Journal of Sedimentary Research",91,"5",,520,546,,2,10.2110/JSR.2020.204,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108665865&partnerID=40&md5=1a6c492de9a0d966063a9d6af3a116ef",Article,Final,"",Scopus,2-s2.0-85108665865
"Malzahn, D., Opper, M.","7003605192; 56121743400","Learning curves and bootstrap estimates for inference with Gaussian processes: A statistical mechanics study",2003,"Complexity",8,"4 SPEC. ISS.",,57,63,,3,10.1002/cplx.10082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2142751271&partnerID=40&md5=8d097ba574518d0643688fe24f1a69bf",Article,Final,"",Scopus,2-s2.0-2142751271
"Maloy, William T.","7005160375","Statistical relations predict horizontal well production",1993,"World Oil",214,"4",,55,"56, 58",,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027585246&partnerID=40&md5=7d2898e33a846f718ba86d700839a862",Article,Final,"",Scopus,2-s2.0-0027585246
"Malone, B., Minasny, B.","35174913100; 6701436325","Editorial for special issue “digital mapping in dynamic environments”",2020,"Remote Sensing",12,"20", 3384,1,5,,,10.3390/rs12203384,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093869756&partnerID=40&md5=178740c76d91c6c3ca89831e552fc4e5",Editorial,Final,"All Open Access, Gold",Scopus,2-s2.0-85093869756
"Malmir, P., Suleymani, M., Bemani, A.","57200694860; 56829535600; 57193701104","Application of ANFIS-PSO as a novel method to estimate effect of inhibitors on Asphaltene precipitation",2018,"Petroleum Science and Technology",36,"8",,597,603,,16,10.1080/10916466.2018.1437637,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042227480&partnerID=40&md5=ec5f97ced342189f085f5b526e80d96e",Article,Final,"",Scopus,2-s2.0-85042227480
"Malloy, T.E.","57212978915","Difference to inference: Teaching logical and statistical reasoning through on-line interactivity",2001,"Behavior Research Methods, Instruments, and Computers",33,"2",,270,273,,4,10.3758/BF03195375,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035347993&partnerID=40&md5=51aa257de2eeceecf59cca96e59711a0",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0035347993
"Malizia, A.I., Sánchez-Barrioluengo, M., Lombera, G., Castro-Martínez, E.","7005110843; 53864081500; 6505925204; 23988601400","Analysis of the mechanisms of technology transfer between science and technology and productive sectors of Argentina | Análisis de los mecanismos de transferencia tecnológica entre los sectores científico-tecnológico y productivo de Argentina",2013,"Journal of Technology Management and Innovation",8,"4",,103,115,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891421236&partnerID=40&md5=3a0304c245bf81a6a3032526422a02a1",Article,Final,"",Scopus,2-s2.0-84891421236
"Malik, A., Kumar, A., Salih, S.Q., Kim, S., Kim, N.W., Yaseen, Z.M., Singh, V.P.","56486779100; 57210846498; 57203978808; 36349835400; 34770123000; 56436206700; 57211219633","Drought index prediction using advanced fuzzy logic model: Regional case study over Kumaon in India",2020,"PLoS ONE",15,"5", e0233280,,,,22,10.1371/journal.pone.0233280,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085158312&partnerID=40&md5=f0ef522705a6d7832aa7cbc30f63ce44",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85085158312
"Malik, A., Rosenberger, P.J., Fitzgerald, M., Houlcroft, L.","56208258600; 14631113500; 57190884305; 55189991700","Factors affecting smart working: evidence from Australia",2016,"International Journal of Manpower",37,"6",,1042,1066,,6,10.1108/IJM-12-2015-0225,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84983731425&partnerID=40&md5=1317d4db21b899fd16a896e5ade2d30c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84983731425
"Malchow-Møller, N., Svarer, M.","8454770900; 55919159300","Estimation of the multinomial logit model with random effects",2003,"Applied Economics Letters",10,"7",,389,392,,7,10.1080/1350485032000082018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038609531&partnerID=40&md5=7e6e3b4a5129cdfc9a1b701aa1e4aff6",Article,Final,"",Scopus,2-s2.0-0038609531
"Maj-Waśniowska, K., Jedynak, T.","57222326764; 57328840700","The issues and challenges of local government units in the era of population ageing",2020,"Administrative Sciences",10,"2", 36,,,,1,10.3390/admsci10020036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103382434&partnerID=40&md5=014ca2d8e6d164bf62cd3850c6745d55",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85103382434
"Maiti, S., Tiwari, R.K.","8635505100; 7202259412","A hybrid monte carlo method based artificial neural networks approach for rock boundaries identification: A case study from the KTB bore hole",2009,"Pure and Applied Geophysics",166,"12",,2059,2090,,32,10.1007/s00024-009-0533-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73649115660&partnerID=40&md5=57747ac8b994311d6af83692717f439c",Article,Final,"",Scopus,2-s2.0-73649115660
"Maistro, S., Broady, P.A., Andreoli, C., Negrisolo, E.","6508172519; 6603432417; 7006010831; 6603462111","Phylogeny and Taxonomy of Xanthophyceae (Stramenopiles, Chromalveolata)",2009,"Protist",160,"3",,412,426,,14,10.1016/j.protis.2009.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67649419075&partnerID=40&md5=5965e1e1b6aff00b6b6a17aa690e938d",Article,Final,"",Scopus,2-s2.0-67649419075
"Main, R., Yang, I.-S., Chan, V., Li, D., Lin, F.X., Mahajan, N., Pen, U.-L., Vanderlinde, K., Van Kerkwijk, M.H.","55754274100; 16744775000; 57204323951; 57202257690; 57202251682; 56386953700; 7005890052; 6507380247; 35504075900","Pulsar emission amplified and resolved by plasma lensing in an eclipsing binary",2018,"Nature",557,"7706",,522,525,,37,10.1038/s41586-018-0133-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047542379&partnerID=40&md5=2818cde5339c4c2bc69408e073e517af",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85047542379
"Main, I.","7005659301","Apparent breaks in scaling in the earthquake cumulative frequency-magnitude distribution: Fact or artifact?",2000,"Bulletin of the Seismological Society of America",90,"1",,86,97,,77,10.1785/0119990086,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034010439&partnerID=40&md5=145d4f93a318fca2ab4e70d69dde28ea",Article,Final,"",Scopus,2-s2.0-0034010439
"Maia, A.H.N., Meinke, H.","9734030700; 55896882100","Probabilistic methods for seasonal forecasting in a changing climate: Cox-type regression models",2010,"International Journal of Climatology",30,"15",,2277,2288,,11,10.1002/joc.2042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649581861&partnerID=40&md5=44187c62f0f8b70ab885ff0b810fcb4a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-78649581861
"Mah, Y.-H., Jager, R., Kennard, C., Husain, M., Nachev, P.","35181624000; 26642970600; 57203958600; 7201522757; 6602253325","A new method for automated high-dimensional lesion segmentation evaluated in vascular injury and applied to the human occipital lobe",2014,"Cortex",56,"",,51,63,,22,10.1016/j.cortex.2012.12.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902169555&partnerID=40&md5=7f85f17d8ac433b58ad31bafec607fd4",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84902169555
"Magnusson, L.M.","35073032000","Inference in limited dependent variable models robust to weak identification",2010,"Econometrics Journal",13,"3",,S56,S79,,9,10.1111/j.1368-423X.2009.00309.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957135249&partnerID=40&md5=a741c10c770b10ec042f1fa5049f6cc5",Article,Final,"All Open Access, Green",Scopus,2-s2.0-77957135249
"Maggioni, V., Sapiano, M.R.P., Adler, R.F.","35262555900; 14632366000; 7202640224","Estimating uncertainties in high-resolution satellite precipitation products: Systematic or Random Error?",2016,"Journal of Hydrometeorology",17,"4",,1119,1129,,44,10.1175/JHM-D-15-0094.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963616120&partnerID=40&md5=6ef417766e6ca14e479b83cb97337647",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84963616120
"Madrid-Valero, J.J., Martínez-Selva, J.M., Ordoñana, J.R.","57192093123; 6601993720; 8236155500","Sleep quality and body mass index: a co-twin study",2017,"Journal of Sleep Research",26,"4",,461,467,,13,10.1111/jsr.12493,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020053229&partnerID=40&md5=bc5af7b4ae4e90d6b2c6fd22384caf3e",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85020053229
"Mader, M., Mader, W., Sommerlade, L., Timmer, J., Schelter, B.","55845705200; 7006627022; 32667953100; 35510296600; 8870480100","Block-bootstrapping for noisy data",2013,"Journal of Neuroscience Methods",219,"2",,285,291,,6,10.1016/j.jneumeth.2013.07.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883541165&partnerID=40&md5=f4dc2664b0c8bab1fb7942e753ec9969",Article,Final,"",Scopus,2-s2.0-84883541165
"Maddox, W.T.","7007057259","On the dangers of averaging across observers when comparing decision bound models and generalized context models of categorization",1999,"Perception and Psychophysics",61,"2",,354,374,,82,10.3758/BF03206893,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033072342&partnerID=40&md5=8fb2f603e4c59eccdb96d5709ff10436",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0033072342
"Maddox, J.","55422036300","Does the past spell out the future?",1988,"Nature",334,"6179",,191,,,,10.1038/334191a0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36849146579&partnerID=40&md5=964d1cad87cf418d7a495c46aba94ddf",Short Survey,Final,"All Open Access, Bronze",Scopus,2-s2.0-36849146579
"Maddipati, S.S., Srinivas, M.","57204352954; 7102823705","Statistical testing on prediction of software defects",2018,"EAI Endorsed Transactions on Energy Web",5,"20",,1,6,,1,10.4108/eai.12-9-2018.155748,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055292475&partnerID=40&md5=a7a7c7f5b8992f94881c5ea64f5473b1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85055292475
"Madadi, M.H., Mahmoudzadeh, M.","57201153420; 55368823300","A fuzzy development for attribute control chart with Monte Carlo simulation method",2017,"Management Science Letters",7,"11",,555,564,,3,10.5267/j.msl.2017.8.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043579452&partnerID=40&md5=3d45dd1539614e6bdf406d35648bcfff",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85043579452
"MacRae, A.W.","57197468581","Measurement scales and statistics: What can significance tests tell us about the world?",1988,"British Journal of Psychology",79,"2",,161,171,,7,10.1111/j.2044-8295.1988.tb02281.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85004766151&partnerID=40&md5=f72a72acb0f09fa427193700f78141cf",Article,Final,"",Scopus,2-s2.0-85004766151
"Macnamara, J.","6701518012","Understanding induction",1991,"British Journal for the Philosophy of Science",42,"1",,21,48,,4,10.1093/bjps/42.1.21,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847533482&partnerID=40&md5=e592e3c3da5f1b43c99d8e1e2d40173b",Article,Final,"",Scopus,2-s2.0-33847533482
"MacLeod, N.","57200347364","Geometric morphometrics and geological shape-classification systems",2002,"Earth-Science Reviews",59,"1-4",,27,47,,44,10.1016/S0012-8252(02)00068-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036851620&partnerID=40&md5=f4eaa7ff7d08f0c0fdc77be394fb3a40",Article,Final,"",Scopus,2-s2.0-0036851620
"MacKinnon, J.G.","7006126360","Bootstrap inference in econometrics | Inférence par la méthode d'auto-amorçage (bootstrap en économétrie",2002,"Canadian Journal of Economics",35,"4",,615,645,,166,10.1111/0008-4085.00147,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2142818151&partnerID=40&md5=0bb5428bcdd05639273e18d3195156e6",Article,Final,"",Scopus,2-s2.0-2142818151
"MacKinnon, D.P., Pirlott, A.G.","7103290985; 17135656700","Statistical Approaches for Enhancing Causal Interpretation of the M to Y Relation in Mediation Analysis",2015,"Personality and Social Psychology Review",19,"1",,30,43,,116,10.1177/1088868314542878,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84920701777&partnerID=40&md5=de48a49161e93b5584edfc422f1855ef",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84920701777
